Date,MPT (Max Sharpe),Benchmark (SPY),MR200-5-2020,MR50-10-64,MR50-10-1983,MR20-10-2020,MR50-10-1985,MR50-10-85,MR20-10-850,MV200-5-244,MV200-5-1055
2020-02-21 00:00:00+00:00,1.0444154120000002,1.036102734616336,1.0342895409999993,1.0343366450000009,1.0343363299999992,1.034340157,1.034336157,1.0343372579999999,1.034349863,1.0345036610000002,1.0345127370000005
2020-02-24 00:00:00+00:00,1.0420770140000002,1.0017399742175461,1.0322639729999992,1.032303170000001,1.0323037439999991,1.0323015210000002,1.032302682,1.0323050999999999,1.0323152660000003,1.0324430820000001,1.0324548750000002
2020-02-25 00:00:00+00:00,1.0312516200000001,0.9713850995021374,1.023647095999999,1.0236646230000008,1.023665516999999,1.023660345,1.023664135,1.0236642439999997,1.0236742500000005,1.023741917,1.0237541900000005
2020-02-26 00:00:00+00:00,1.0283822410000003,0.967812136260906,1.021884284999999,1.021893680000001,1.0218945149999992,1.0218893900000001,1.021893192,1.0218932299999997,1.0219026130000004,1.0219474460000002,1.0219589780000005
2020-02-27 00:00:00+00:00,1.0198316830000003,0.9243460613491896,1.0147768039999987,1.014771104000001,1.0147724979999992,1.0147673560000001,1.014770616,1.0147717549999997,1.0147810910000006,1.0147870660000002,1.0147996690000003
2020-02-28 00:00:00+00:00,1.0208586940000002,0.9204623850399565,1.0163233269999987,1.0163068040000007,1.016309498999999,1.016298263,1.016306316,1.0163039629999995,1.0163128250000006,1.016286524,1.0163012550000003
2020-03-02 00:00:00+00:00,1.030226477,0.9603243969587466,1.0247704439999987,1.0247649960000005,1.024767465999999,1.02475636,1.024764518,1.0247618299999994,1.0247700130000006,1.0247716070000004,1.0247851940000006
2020-03-03 00:00:00+00:00,1.0360361280000001,0.9328279497261125,1.0305613059999985,1.0305535720000005,1.030558761999999,1.030547317,1.030558814,1.0305571559999993,1.0305623700000006,1.0305610560000003,1.0305767030000004
2020-03-04 00:00:00+00:00,1.0403480260000002,0.97203753057352,1.0357889649999987,1.0357632570000004,1.0357679249999987,1.035759433,1.0357673699999999,1.0357643119999995,1.0357694080000006,1.0357217990000003,1.0357346460000003
2020-03-05 00:00:00+00:00,1.0473292810000003,0.9397253626439633,1.0393393529999986,1.0393710500000006,1.0393778199999988,1.0393726159999999,1.039381293,1.0393810349999995,1.0393916890000006,1.0395070290000004,1.0395254760000003
2020-03-06 00:00:00+00:00,1.0703529900000002,0.9241906574070307,1.0503077709999984,1.0505444940000008,1.0505536839999987,1.0505631789999998,1.050561837,1.0505686189999992,1.0506079920000004,1.0513010700000003,1.0513335970000004
2020-03-09 00:00:00+00:00,1.067057112,0.8520164775586837,1.0443826389999984,1.0446678360000008,1.0446791759999987,1.044683943,1.0446888820000002,1.0446991079999992,1.0447403720000004,1.0455627920000001,1.0456022020000004
2020-03-10 00:00:00+00:00,1.0452242710000001,0.896103978606404,1.0305810739999985,1.0307780980000008,1.0307894379999984,1.0307833349999997,1.0307925940000002,1.0308050499999992,1.0308379930000002,1.0313861270000002,1.0314212170000006
2020-03-11 00:00:00+00:00,1.0125686530000002,0.8524203002491384,1.0070995549999986,1.0071967910000008,1.0072081309999987,1.0071936409999998,1.0072064980000002,1.0072201449999991,1.0072337430000002,1.007510507,1.0075419990000005
2020-03-12 00:00:00+00:00,0.9911977670000003,0.7708631451633999,0.9857821719999986,0.9858310850000007,0.9858424249999989,0.9858296939999998,0.9858417020000001,0.9858552879999993,0.9858580740000003,0.9860408330000001,0.9860731740000006
2020-03-13 00:00:00+00:00,0.9947828490000004,0.836761385638058,0.9904102529999985,0.9904321780000004,0.9904435179999985,0.9904259799999997,0.9904400059999999,0.9904543629999991,0.9904616640000001,0.990540953,0.9905712760000006
2020-03-16 00:00:00+00:00,1.0058166790000005,0.7451998291789241,0.9941155279999985,0.9941746430000004,0.9941859879999986,0.9941790749999996,0.9941893359999999,0.9942005929999992,0.9942068190000003,0.9944460529999999,0.9944801410000006
2020-03-17 00:00:00+00:00,0.9770577020000003,0.7854347062609482,0.9703217109999986,0.9701664700000006,0.9701857269999988,0.9701411249999996,0.97016721,0.9701814859999993,0.9701481520000004,0.969767959,0.9697862230000006
2020-03-18 00:00:00+00:00,0.9344464570000004,0.7456658513727689,0.9400398789999985,0.9397003680000003,0.9397266239999986,0.9396613169999996,0.9397013999999999,0.9397173059999991,0.939648977,0.9387607199999998,0.9387649860000007
2020-03-19 00:00:00+00:00,0.9473013310000005,0.7472503742399991,0.9475261669999986,0.9472860370000005,0.9473087439999988,0.9472567529999995,0.947289738,0.9473052639999991,0.9472546800000001,0.9466520209999998,0.9466633850000007
2020-03-20 00:00:00+00:00,0.9803628970000005,0.7108681211236713,0.9747652659999987,0.9747468610000005,0.9747613769999987,0.9747470489999995,0.9747636520000001,0.9747762189999992,0.9747665900000001,0.9747948259999994,0.9748225720000006
2020-03-23 00:00:00+00:00,1.0009499410000007,0.6926924970331968,0.9916355039999986,0.9917599770000005,0.9917693379999987,0.9917789199999996,0.9917852079999999,0.9917963589999992,0.9918125100000001,0.9922373369999996,0.9922753930000008
2020-03-24 00:00:00+00:00,1.0103210770000006,0.7554526967087732,0.9932070059999986,0.9933007710000007,0.9933101319999987,0.9933205339999995,0.993326002,0.9933371529999994,0.9933510340000001,0.9936765979999995,0.9937115640000007
2020-03-25 00:00:00+00:00,1.0110250450000007,0.7667619602249339,0.9930964519999985,0.9931885600000007,0.9931979209999986,0.9932082529999996,0.993213791,0.9932249419999992,0.9932383820000001,0.9935541659999995,0.9935887610000009
2020-03-26 00:00:00+00:00,1.0260100670000007,0.8115330395038899,1.0014750329999984,1.0015614440000007,1.0015708049999985,1.0015808479999995,1.0015866750000002,1.0015978259999991,1.0016117770000001,1.0018967409999993,1.0019321360000009
2020-03-27 00:00:00+00:00,1.0339094050000006,0.7873609945397172,1.0096882519999986,1.0097989600000008,1.0098083209999986,1.0098174729999996,1.0098241910000003,1.0098353419999992,1.0098527620000004,1.0102083759999994,1.0102481310000009
2020-03-30 00:00:00+00:00,1.0367565870000004,0.8129311060854241,1.0116315859999985,1.0117302310000005,1.0117395919999983,1.0117484639999996,1.0117554520000003,1.0117666029999992,1.0117823390000003,1.012096362999999,1.0121347490000006
2020-03-31 00:00:00+00:00,1.0277422510000005,0.8008140549638798,1.0030563129999985,1.0032091470000006,1.0032185079999985,1.0032258099999996,1.0032325780000002,1.0032423789999991,1.0032483950000004,1.0034705429999993,1.0035107190000006
2020-04-01 00:00:00+00:00,1.0258804960000005,0.7647735198509328,1.0030268029999987,1.0031191320000006,1.0031284929999984,1.0031375139999996,1.0031439320000002,1.003155801999999,1.0031753440000004,1.0034845099999994,1.0035233170000006
2020-04-02 00:00:00+00:00,1.0329150300000005,0.7824209696523304,1.0101368979999987,1.0102023270000005,1.0102116879999983,1.0102217509999996,1.0102281500000003,1.010241080999999,1.0102646430000004,1.0106225519999992,1.0106603360000008
2020-04-03 00:00:00+00:00,,,,,,,,,,,
